arayamayacaksın  (AWE) , /a.rɨ.ˈja.mɨj.d̠ʒak.sɨn/ , turkish
konuşamam  (AWE) , /ko.nu.ˈʃa.mam/ , turkish
arayabilir  (AWE) , /a.ra.ja.bi.ˈliɽ/ , turkish
istiyorsan  (AWE) , /is.ˈti.jo.san/ , turkish
ineceksin  (AWE) , /i.ni.d̠ʒec.ˈsin/ , turkish
kapatıyor  (AWE) , /ka.pa.ˈtɨ.joɽ/ , turkish
sağlığına  (AWE) , /saː.ɫɨː.ˈna/ , turkish
ablam  (AWE) , /ab.ˈɫam/ , turkish
yurt  (AWE) , /ˈjurt/ , turkish
eğer  (AWE) , /e.ˈjeɽ/ , turkish
bağlanıyorum  (AWE) , /baː.ɫa.ˈnɨ.jom/ , turkish
konuşmamız  (AWE) , /ko.nuʃ.ma.ˈmɨz/ , turkish
anladım  (AWE) , /an.ɫa.ˈdɨm/ , turkish
anlayacağın  (AWE) , /an.ɫa.ja.ˈd̠ʒaːn/ , turkish
kadarıyla  (AWE) , /ka.da.ˈrɨj.ɫa/ , turkish
aramıyorum  (AWE) , /a.ˈra.mɨ.jom/ , turkish
konuşuyormuş  (AWE) , /ko.nu.ˈʃu.jor.muʃ/ , turkish
konuşamaz  (AWE) , /ko.nu.ʃa.ˈmaz/ , turkish
arayamazlar  (AWE) , /a.ra.ˈja.maz.ɫaɽ/ , turkish
istersen  (AWE) , /is.ˈter.sen/ , turkish
değişik  (AWE) , /deː.ji.ˈʃic/ , turkish
annene  (AWE) , /an.ne.ˈne/ , turkish
diyecektim  (AWE) , /di.ji.d̠ʒec.ˈtim/ , turkish
çekiyor  (AWE) , /t̠ʃe.ˈci.joɽ/ , turkish
çekmiyor  (AWE) , /ˈt̠ʃec.mi.joɽ/ , turkish
otomatikman  (AWE) , /o.to.ma.tic.ˈman/ , turkish
konuşayım  (AWE) , /ko.nu.ˈʃa.jɨm/ , turkish
anlamadım  (AWE) , /an.ˈɫa.ma.dɨm/ , turkish
uğraşamam  (AWE) , /uː.ra.ʃa.ˈmam/ , turkish
istiyorsan  (AWE) , /is.ˈti.jo.san/ , turkish
alabiliyor  (AWE) , /a.ˈɫa.bi.li.joɽ/ , turkish
verebiliyor  (AWE) , /we.ˈre.bi.li.joɽ/ , turkish
yapabilirsin  (AWE) , /ja.pa.bi.ˈlir.sin/ , turkish
Miray'ı  (AWE) , /mi.ra.ˈjɨ/ , turkish
yaramaz  (AWE) , /ja.ra.ˈmaz/ , turkish
bakalım  (AWE) , /ba.ka.ˈɫɨm/ , turkish
biliyorsan  (AWE) , /bi.ˈli.jo.san/ , turkish
niçin  (AWE) , /ni.ˈt̠ʃin/ , turkish
daha  (AWE) , /da.ˈa/ , turkish
dedin  (AWE) , /ˈde.din/ , turkish
kanka  (AWE) , /kan.ˈca/ , turkish
neyse  (AWE) , /nej.ˈse/ , turkish
yani  (AWE) , /jaː.ˈni/ , turkish
yoksa  (AWE) , /ˈjok.sa/ , turkish
ablanla  (AWE) , /ab.ˈɫan.ɫa/ , turkish
serbest  (AWE) , /ser.ˈbest/ , turkish
böyle  (AWE) , /ˈbøj.le/ , turkish
kanka  (AWE) , /kan.ˈca/ , turkish
kanka  (AWE) , /kan.ˈca/ , turkish
yoksa  (AWE) , /ˈjok.sa/ , turkish
alo  (AWE) , /a.ˈɫo/ , turkish
değilsin  (AWE) , /deː.jil.ˈsin/ , turkish
naka-text  (AWE) , /nɐ.kɐ.ˈtekst/ , tagalog
taga-Tubaan  (AWE) , /tɐ.ɡɐ.tu.bɐ.ˈʔan/ , tagalog
graduate  (AWE) , /ˈɡra.d̠ʒu.weit/ , tagalog
picture  (AWE) , /ˈpɪ.t̠ʃər/ , tagalog
joke  (AWE) , /ˈd̠ʒok/ , tagalog
hek-hek  (AWE) , /ˈhek.hek/ , tagalog
picture  (AWE) , /ˈpɪ.t̠ʃər/ , tagalog
Jester  (AWE) , /ˈd̠ʒɛs.tər/ , tagalog
minsan  (AWE) , /ˈmin.san/ , tagalog
taga-National  (AWE) , /tɐ.ɡɐ.ˈna.ʃo.nal/ , tagalog
hindi  (AWE) , /ʔin.ˈdiʔ/ , tagalog
baboy  (AWE) , /ˈba.boɪ/ , tagalog
Facebook  (AWE) , /ˈpeis.buk/ , tagalog
dito  (AWE) , /ˈdi.tu/ , tagalog
wala  (AWE) , /ʔɐ.ˈlaʔ/ , tagalog
tinitingnan  (AWE) , /ti.ˌni.tiŋ.ˈnan/ , tagalog
ikaw  (AWE) , /ʔi.ˈkaʊ/ , tagalog
nag-status  (AWE) , /nɐɡ.ʔis.ˈta.tus/ , tagalog
maybe  (AWE) , /ˈmei.bi/ , tagalog
naghihintay  (AWE) , /nɐɡ.ˌhi.hin.ˈtaɪ/ , tagalog
alangan  (AWE) , /ʔɐ.lɐ.ˈŋan/ , tagalog
Jasper  (AWE) , /ˈd̠ʒæs.pər/ , tagalog
marinig  (AWE) , /mɐ.ri.ˈneɡ/ , tagalog
ha  (AWE) , /ˈʔa/ , tagalog
nag-change  (AWE) , /nɐɡ.ˈt̠ʃeind̠ʒ/ , tagalog
advises  (AWE) , /ʔɐd.ˈbaɪ.ses/ , tagalog
ka-graduate  (AWE) , /kɐ.ˈɡra.d̠ʒu.weit/ , tagalog
wow  (AWE) , /ˈwaʊ/ , tagalog
classmate  (AWE) , /ˈklæs.meit/ , tagalog
bihira  (AWE) , /bi.ˈhi.raʔ/ , tagalog
April  (AWE) , /ˈʔei.prɪl/ , tagalog
siguro  (AWE) , /si.ˈɡu.ro/ , tagalog
mga  (AWE) , /mɐ.ˈŋaʔ/ , tagalog
ha  (AWE) , /ˈʔa/ , tagalog
pinakita  (AWE) , /pi.nɐ.ˈki.ta/ , tagalog
lang  (AWE) , /ˈla.ʔaŋ/ , tagalog
kulang  (AWE) , /ˈku.laŋ/ , tagalog
oras  (AWE) , /ˈʔo.ras/ , tagalog
pangit  (AWE) , /ˈpa.ŋet/ , tagalog
loko-loko  (AWE) , /lu.ˌku.lu.ˈko/ , tagalog
mhm  (AWE) , /ʔəm.ˌhəm/ , tagalog
'kaw  (AWE) , /ˈkaʊ/ , tagalog
kagabi  (AWE) , /kɐ.ɡɐ.ˈbe/ , tagalog
bata  (AWE) , /ˈba.taʔ/ , tagalog
ano  (AWE) , /ʔɐ.ˈnu/ , tagalog
pa  (AWE) , /ˈpa/ , tagalog
marinig  (AWE) , /mɐ.ri.ˈneɡ/ , tagalog
barkada  (AWE) , /bɐr.ˈka.da/ , tagalog
daw  (AWE) , /ˈdaʊ/ , tagalog
birthday  (AWE) , /ˈbert.dei/ , tagalog
klase  (AWE) , /ˈkla.se/ , tagalog
matanda  (AWE) , /mɐ.tɐn.ˈdaʔ/ , tagalog
March  (AWE) , /ˈmɑrt̠ʃ/ , tagalog
gi-accept  (AWE) , /ɡi.ʔɐ.ˈsep/ , tagalog
mga  (AWE) , /mɐ.ˈŋaʔ/ , tagalog
lumabas  (AWE) , /lu.mɐ.ˈbas/ , tagalog
oo  (AWE) , /ˈʔo/ , tagalog
profile  (AWE) , /ˈpro.paɪl/ , tagalog
treatment  (AWE) , /ˈtrit.mənt/ , tagalog
Dex  (AWE) , /ˈdɛks/ , tagalog
profile  (AWE) , /ˈpro.paɪl/ , tagalog
giadto  (AWE) , /ɡi.ʔɐd.ˈtoʔ/ , tagalog
hello  (AWE) , /hɛ.ˈlou/ , tagalog
kay  (AWE) , /ˈke/ , tagalog
profile  (AWE) , /ˈpro.paɪl/ , tagalog
si  (AWE) , /ˈsi/ , tagalog
ay  (AWE) , /ˈʔɐi/ , tagalog
ha  (AWE) , /ˈʔa/ , tagalog
atin  (AWE) , /ˈʔa.ten/ , tagalog
ay  (AWE) , /ˈʔɐi/ , tagalog
kumusta  (AWE) , /ku.mus.ˈta/ , tagalog
daw  (AWE) , /ˈdaʊ/ , tagalog
matakot  (AWE) , /mɐ.ˈta.kot/ , tagalog
ano-ano  (AWE) , /ʔɐ.ˌnu.ʔɐ.ˈno/ , tagalog
lang  (AWE) , /ˈla.ʔaŋ/ , tagalog
ayoko  (AWE) , /ʔɐ.ˈjo.ku/ , tagalog
nabasa  (AWE) , /nɐ.bɐ.ˈsaʔ/ , tagalog
மறக்கிறது  (AWE) , /ma.ɾak.ki.ɾa.tu/ , tamil
அப்டிப்பட்டவரா  (AWE) , /ap.ʈip.paʈ.ʈa.ʋa.ɾaː/ , tamil
லிப்ஸ்டிக்  (AWE) , /lips.ʈik/ , tamil
மதியானாமா  (AWE) , /ma.ti.jaː.naː.maː/ , tamil
வந்துட்டாங்க  (AWE) , /ʋan.tuʈ.ʈaːŋ.ka/ , tamil
கெத்தாடி  (AWE) , /ket.taː.ʈi/ , tamil
ஐய்யய்யோ  (AWE) , /aij.jai.joː/ , tamil
சொல்லிட்டேன்  (AWE) , /t̠ʃol.liʈ.ʈeːn/ , tamil
போயிட்டிருக்கேன்  (AWE) , /poː.jiʈ.ʈi.ɾuk.keːn/ , tamil
வரமாட்டேன்ட்டாரு  (AWE) , /ʋa.ɾa.maːʈ.ʈeːnʈ.ʈaː.ɾu/ , tamil
வாங்காதடினு  (AWE) , /ʋaːŋ.kaː.ta.ʈi.nu/ , tamil
ஆத்துக்காருக்கு  (AWE) , /aːt.tuk.kaː.ɾuk.ku/ , tamil
வேண்டியதான  (AWE) , /ʋeːɳ.ʈi.ja.taː.na/ , tamil
ஒத்துப்பியா  (AWE) , /ot.tup.pi.jaː/ , tamil
பத்துரூபானு  (AWE) , /pat.tu.ɾuː.paː.nu/ , tamil
போய்ட்ருக்கேனா  (AWE) , /poːjʈ.ɾuk.keː.naː/ , tamil
அப்டியா  (AWE) , /ap.ʈi.jaː/ , tamil
சாப்டியா  (AWE) , /saːp.ʈi.jaː/ , tamil
எல்லாமே  (AWE) , /el.laː.meː/ , tamil
பேசிகிட்டுருக்க  (AWE) , /peː.t̠ʃi.kiʈ.ʈu.ɾuk.ka/ , tamil
இருக்கா  (AWE) , /i.ɾuk.kaː/ , tamil
காரக்கொழம்பு  (AWE) , /kaː.ɾak.ko.ɭam.pu/ , tamil
மூதேவி  (AWE) , /muː.teː.ʋi/ , tamil
பார்றி  (AWE) , /paːɾ.ɾi/ , tamil
அனாற்கலில  (AWE) , /a.naːɾ.ka.li.la/ , tamil
கேக்குதா  (AWE) , /keːk.ku.taː/ , tamil
கவலைப்படாத  (AWE) , /ka.ʋa.laip.pa.ʈaː.ta/ , tamil
ஃபோனுனு  (AWE) , /foː.nu.nu/ , tamil
தொடப்பக்கட்டலயே  (AWE) , /to.ʈap.pak.kaʈ.ʈa.la.jeː/ , tamil
காட்ல  (AWE) , /kaːʈ.la/ , tamil
சரி  (AWE) , /t̠ʃa.ɾi/ , tamil
புரியலடி  (AWE) , /pu.ɾi.ja.la.ʈi/ , tamil
ஐய்யய்யோ  (AWE) , /aij.jai.joː/ , tamil
சாப்டியா  (AWE) , /saːp.ʈi.jaː/ , tamil
சொல்லணுமா  (AWE) , /t̠ʃol.la.ɳu.maː/ , tamil
நெனச்சேன்  (AWE) , /ne.nat̠ʃ.t̠ʃeːn/ , tamil
சாப்டுட்டு  (AWE) , /t̠ʃaːp.ʈuʈ.ʈu/ , tamil
போற  (AWE) , /poː.ɾa/ , tamil
ஆமா  (AWE) , /aː.maː/ , tamil
ஒட்றதுல்ல  (AWE) , /oʈ.ɾa.tul.la/ , tamil
